NCFormat,IPCC,Pollutant,SourceName,EmissionYear,GHG Emissions (MtCO2e),SG_categories,CCP_categories
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2001,0.070288913,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2002,0.070529398,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2003,0.071998556,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2004,0.072787219,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2005,0.067008272,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2006,0.068735309,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2007,0.070093576,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2008,0.066920944,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2009,0.063648365,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2010,0.06251947,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2011,0.059777203,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2012,0.059080307,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2013,0.057401278,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2014,0.057866378,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2015,0.059374276,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2016,0.058602602,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2017,0.054991929,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2018,0.05434551,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Beef females for slaughter - Direct,2019,0.054822946,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,BaseYear,0.007335484,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,1990,0.007335484,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,1995,0.007385024,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,1998,0.007305362,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,1999,0.007174423,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2000,0.007134961,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2001,0.006798046,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2002,0.006790179,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2003,0.006790403,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2004,0.0068749,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2005,0.005838326,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2006,0.005435822,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2007,0.005522649,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2008,0.005362994,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2009,0.005319308,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2010,0.0054623,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2011,0.005366258,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2012,0.00529413,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2013,0.005124405,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2014,0.005284434,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2015,0.005400483,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2016,0.00542508,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2017,0.005810155,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2018,0.005758573,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Bulls for breeding - Direct,2019,0.005440855,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,BaseYear,0.025962828,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,1990,0.025962828,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,1995,0.032797341,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,1998,0.027028854,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,1999,0.027557028,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2000,0.031464333,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2001,0.038320101,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2002,0.036683271,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2003,0.039644077,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2004,0.04114625,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2005,0.043537695,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2006,0.034885316,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2007,0.034426595,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2008,0.030790751,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2009,0.030345568,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2010,0.034180347,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2011,0.031258652,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2012,0.030050992,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2013,0.029463564,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2014,0.026505505,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2015,0.023709637,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2016,0.024140348,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2017,0.020485978,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2018,0.018427543,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cereal fed bull - Direct,2019,0.017517011,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,BaseYear,0.0797184,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,1990,0.0797184,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,1995,0.086387102,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,1998,0.090449695,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,1999,0.088256656,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2000,0.087389896,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2001,0.082702328,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2002,0.082604039,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2003,0.082402282,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2004,0.083122817,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2005,0.088178198,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2006,0.083165053,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2007,0.082395759,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2008,0.079027492,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2009,0.077022627,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2010,0.07885877,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2011,0.078648818,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2012,0.077118539,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2013,0.074158763,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2014,0.073228637,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2015,0.073508719,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2016,0.07287507,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2017,0.074880097,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2018,0.072533566,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Cows - Direct,2019,0.068667431,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,BaseYear,0.008048219,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,1990,0.008048219,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,1995,0.007663935,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,1998,0.007569145,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,1999,0.007595231,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2000,0.00740485,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2001,0.007057708,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2002,0.007243309,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2003,0.007252918,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2004,0.007188503,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2005,0.006995904,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2006,0.006785856,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2007,0.006857937,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2008,0.006829666,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2009,0.007220233,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2010,0.00737906,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2011,0.007532378,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2012,0.007745673,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2013,0.007909645,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2014,0.00831147,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2015,0.008473492,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2016,0.008330306,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2017,0.007911573,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2018,0.007655437,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Calves Female - Direct,2019,0.007944846,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,BaseYear,0.00551145,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,1990,0.00551145,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,1995,0.005536302,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,1998,0.005713742,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,1999,0.005586944,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2000,0.005545523,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2001,0.005314381,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2002,0.004954628,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2003,0.004614207,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2004,0.005001042,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2005,0.007945132,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2006,0.00838439,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2007,0.007995034,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2008,0.007612041,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2009,0.007502105,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2010,0.007568037,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2011,0.007762262,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2012,0.0074554,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2013,0.007403247,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2014,0.008099705,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2015,0.007630295,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2016,0.00728064,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2017,0.007399175,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2018,0.006838214,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy In Calf Heifers - Direct,2019,0.006606331,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,BaseYear,0.005569257,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,1990,0.005569257,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,1995,0.005802751,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,1998,0.005525564,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,1999,0.005675447,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2000,0.005461994,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2001,0.004822847,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2002,0.004354579,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2003,0.00461514,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2004,0.004540996,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2005,0.002744582,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2006,0.002697707,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2007,0.002659768,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2008,0.002584533,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2009,0.002651013,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2010,0.002759438,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2011,0.002724133,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2012,0.002705523,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2013,0.00286947,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2014,0.002992627,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2015,0.002922025,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2016,0.003101139,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2017,0.003026595,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2018,0.002769974,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Dairy Replacements Female - Direct,2019,0.002938968,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Heifers for breeding - Direct,BaseYear,0.017774216,Agriculture and Related Land Use,Agriculture
Agriculture,3B21b Manure management - N2O and NMVOC - other cattle,N2O,Other cattle - Heifers for breeding - Direct,1990,0.017774216,Agriculture and Related Land Use,Agriculture
